date	trader	side	stock	amount_w	window	quality	source_image	note
2026-08-06	著名刺客	买入	博杰股份	4986	单日	verified	7.jpg	
2026-08-06	中山东路	买入	大晟文化	2100	单日	verified	7.jpg	
2026-08-06	中山东路	买入	凯撒文化	1936	3日	verified	7.jpg	
2026-08-06	炒股养家	买入	江化微	3004	单日	verified	7.jpg	
2026-08-06	宁波桑田路	买入	百花医药	2831	单日	verified	7.jpg	
2026-08-06	温州帮	买入	任子行	1031	单日	verified	7.jpg	
2026-08-06	温州帮	卖出	欣天科技	1544	单日	verified	7.jpg	
2026-08-06	佛山系	买入	泰坦股份	4988	3日	verified	7.jpg	
2026-08-06	佛山系	卖出	泰坦股份	5284	3日	verified	7.jpg	
2026-08-06	独股一剑	买入	传智教育	1227	单日	verified	7.jpg	
2026-08-06	独股一剑	卖出	立新能源	1418	单日	verified	7.jpg	
2026-08-06	独股一剑	卖出	万邦医药		单日	obscured	7.jpg	金额被头像遮挡
2026-08-06	北京帮	卖出	大晟文化	941	单日	verified	7.jpg	
2026-08-06	思明南路	买入	森合高科	6016	单日	verified	7.jpg	
2026-08-06	思明南路	卖出	中公教育	7970	单日	verified	7.jpg	
2026-08-07	紫阳东路	买入	中国稀土	20700	单日	verified	6.jpg	
2026-08-07	紫阳东路	买入	红板科技	7233	单日	verified	6.jpg	
2026-08-07	紫阳东路	卖出	多氟多	21000	单日	verified	6.jpg	
2026-08-07	紫阳东路	卖出	泰晶科技	7111	单日	verified	6.jpg	
2026-08-07	知春路	买入	红板科技	11900	单日	verified	6.jpg	
2026-08-07	知春路	买入	光迅科技	21800	单日	verified	6.jpg	
2026-08-07	知春路	卖出	云南锗业	11600	单日	verified	6.jpg	
2026-08-07	葛卫东	买入	志特新材	6513	单日	verified	6.jpg	
2026-08-07	江苏路	买入	一博科技	2034	单日	verified	6.jpg	
2026-08-07	江苏路	买入	毕得医药	1522	单日	verified	6.jpg	
2026-08-07	江苏路	买入	泰金新能	2903	单日	verified	6.jpg	
2026-08-07	江苏路	买入	近岸蛋白	1340	单日	verified	6.jpg	
2026-08-07	江苏路	买入	南模生物	1340	单日	verified	6.jpg	
2026-08-07	作手新一	买入	泰金新能	3407	单日	verified	6.jpg	
2026-08-07	作手新一	卖出	金一文化	2231	单日	verified	6.jpg	
2026-08-07	新闻路	买入	贤丰控股	3403	单日	verified	6.jpg	
2026-08-07	新闻路	买入	通宇通讯	8016	3日	verified	6.jpg	
2026-08-07	新闻路	卖出	盛达资源	9187	单日	verified	6.jpg	
2026-08-07	新闻路	卖出	欣天科技	2694	单日	verified	6.jpg	
2026-08-07	成都系	买入	贤丰控股	12900	单日	verified	6.jpg	
2026-08-07	成都系	买入	盛达资源	9962	单日	verified	6.jpg	
2026-08-07	成都系	买入	博敏电子		单日	obscured	6.jpg	金额被头像遮挡
2026-08-07	方新侠	买入	中国稀土	13300	单日	verified	6.jpg	
2026-08-07	徐晓	买入	联创光电	4064	单日	verified	6.jpg	
2026-08-07	小鳄鱼	买入	方邦股份	2410	单日	verified	6.jpg	
2026-08-07	炒股养家	买入	依顿电子	1433	单日	verified	6.jpg	
2026-08-07	章盟主	买入	国投中鲁	1428	单日	verified	6.jpg	
2026-08-07	余哥	卖出	大晟文化	418	单日	verified	6.jpg	
2026-08-07	中山东路	卖出	凯撒文化	1804	单日	verified	6.jpg	
2026-08-07	南京帮	卖出	方邦股份	2176	单日	verified	6.jpg	
2026-08-07	思明南路	卖出	高争民爆	7450	单日	verified	6.jpg	
2026-08-07	温州帮	买入	汇绿生态	10000	单日	verified	6.jpg	
2026-08-07	温州帮	买入	联创光电	4240	单日	verified	6.jpg	
2026-08-07	温州帮	买入	近岸蛋白	1137	单日	verified	6.jpg	
2026-08-07	温州帮	卖出	光迅科技	33000	单日	verified	6.jpg	
2026-08-07	温州帮	卖出	志特新材	1165	单日	verified	6.jpg	
2026-08-10	紫阳东路	买入	风范股份	12000	单日	verified	5.jpg	
2026-08-10	紫阳东路	卖出	景旺电子	28400	单日	verified	5.jpg	
2026-08-10	紫阳东路	卖出	红板科技	6943	单日	verified	5.jpg	
2026-08-10	知春路	买入	翔鹭钨业	12000	单日	verified	5.jpg	
2026-08-10	知春路	卖出	红板科技	11900	单日	verified	5.jpg	
2026-08-10	作手新一	买入	儒意电影	3409	单日	verified	5.jpg	
2026-08-10	作手新一	卖出	泰金新能	3217	单日	verified	5.jpg	
2026-08-10	作手新一	卖出	百花医药	6848	单日	verified	5.jpg	
2026-08-10	江苏路	买入	圣阳股份	2856	单日	verified	5.jpg	
2026-08-10	江苏路	买入	儒意电影	4087	单日	verified	5.jpg	
2026-08-10	江苏路	买入	北方长龙	3207	单日	verified	5.jpg	
2026-08-10	江苏路	买入	信濠光电	1757	单日	verified	5.jpg	
2026-08-10	江苏路	卖出	毕得医药	1832	单日	verified	5.jpg	
2026-08-10	江苏路	卖出	哈三联	1248	单日	verified	5.jpg	
2026-08-10	江苏路	卖出	近岸蛋白	1518	单日	verified	5.jpg	
2026-08-10	葛卫东	买入	百花医药	3110	单日	verified	5.jpg	
2026-08-10	新闻路	买入	哈三联	1529	单日	verified	5.jpg	
2026-08-10	新闻路	卖出	通宇通讯	8319	单日	verified	5.jpg	
2026-08-10	呼家楼	买入	立新能源	4153	单日	verified	5.jpg	
2026-08-10	成都系	买入	儒意电影	9998	单日	verified	5.jpg	
2026-08-10	深南东路	买入	毕得医药	1933	单日	verified	5.jpg	
2026-08-10	宁波桑田路	买入	百花医药	3083	单日	verified	5.jpg	
2026-08-10	宁波桑田路	卖出	风范股份	2290	单日	verified	5.jpg	
2026-08-10	炒股养家	买入	湖南天雁	826	单日	verified	5.jpg	
2026-08-10	炒股养家	买入	大东方	821	单日	verified	5.jpg	
2026-08-10	炒股养家	买入	秦安股份	472	单日	verified	5.jpg	结合当日东方财富龙虎榜复核代码603758
2026-08-10	炒股养家	卖出	武汉凡谷	1514	单日	verified	5.jpg	
2026-08-10	独股一剑	买入	传智教育	724	单日	verified	5.jpg	
2026-08-10	独股一剑	卖出	万邦医药	597	单日	verified	5.jpg	
2026-08-10	山东帮	卖出	厦工股份	822	单日	verified	5.jpg	
2026-08-10	山东帮	卖出	维琪科技	229	单日	verified	5.jpg	
2026-08-10	中山东路	卖出	大晟文化	1792	单日	verified	5.jpg	
2026-08-10	北京帮	卖出	厦工股份	1799	单日	verified	5.jpg	
2026-08-10	低位挖掘	买入	森合高科	1177	单日	verified	5.jpg	
2026-08-10	低位挖掘	卖出	立新能源	4058	单日	verified	5.jpg	
2026-08-10	低位挖掘	卖出	百合股份	572	单日	verified	5.jpg	
2026-08-10	温州帮	买入	近岸蛋白	1164	单日	verified	5.jpg	
2026-08-10	温州帮	买入	近岸蛋白	1532	单日	verified	5.jpg	图片同一行重复标注买入
2026-08-10	温州帮	卖出	近岸蛋白	1498	单日	verified	5.jpg	
2026-08-10	温州帮	卖出	联创光电	4114	单日	verified	5.jpg	
2026-08-11	紫阳东路	买入	太极实业	22600	单日	verified	4.jpg	
2026-08-11	紫阳东路	买入	万邦医药	6034	单日	verified	4.jpg	
2026-08-11	知春路	买入	太极实业	19700	单日	verified	4.jpg	
2026-08-11	知春路	买入	宝鼎科技	8378	3日	verified	4.jpg	
2026-08-11	知春路	卖出	宝鼎科技	9114	3日	verified	4.jpg	
2026-08-11	江苏路	买入	鸿博股份	2702	单日	verified	4.jpg	
2026-08-11	江苏路	买入	大众交通	1423	单日	verified	4.jpg	
2026-08-11	江苏路	买入	福赛科技	1649	单日	verified	4.jpg	
2026-08-11	江苏路	卖出	圣阳股份	3029	单日	verified	4.jpg	
2026-08-11	葛卫东	买入	哈药股份	9139	单日	verified	4.jpg	
2026-08-11	作手新一	买入	大众交通	4912	单日	verified	4.jpg	
2026-08-11	作手新一	买入	北京文化	1594	单日	verified	4.jpg	
2026-08-11	作手新一	买入	亚邦股份	1496	单日	verified	4.jpg	
2026-08-11	新闻路	买入	洁美科技	8250	单日	verified	4.jpg	
2026-08-11	新闻路	卖出	贤丰控股	4733	单日	verified	4.jpg	
2026-08-11	新闻路	卖出	哈三联	1531	单日	verified	4.jpg	
2026-08-11	呼家楼	买入	誉衡药业	16900	3日	verified	4.jpg	
2026-08-11	呼家楼	卖出	誉衡药业	8458	3日	verified	4.jpg	
2026-08-11	呼家楼	卖出	立新能源	12000	单日	verified	4.jpg	
2026-08-11	炒股养家	买入	北京文化	2591	单日	verified	4.jpg	
2026-08-11	炒股养家	买入	华智数媒	861	单日	verified	4.jpg	
2026-08-11	炒股养家	买入	林平发展	795	单日	verified	4.jpg	
2026-08-11	炒股养家	卖出	皇氏集团		单日	obscured	4.jpg	金额被头像遮挡
2026-08-11	中山东路	买入	北京文化	3138	单日	verified	4.jpg	
2026-08-11	中山东路	卖出	皇氏集团	2157	单日	verified	4.jpg	
2026-08-11	山东帮	买入	国风新材	2770	单日	verified	4.jpg	
2026-08-11	温州帮	买入	朗博科技	1300	单日	verified	4.jpg	
2026-08-11	温州帮	买入	凯迪股份	1045	单日	verified	4.jpg	
2026-08-11	杭州帮	买入	城地香江	1703	单日	verified	4.jpg	
2026-08-11	佛山系	买入	联泰环保	992	单日	verified	4.jpg	
2026-08-11	玉兰路	买入	腾龙股份	492	单日	verified	4.jpg	
2026-08-11	玉兰路	卖出	华东数控	1078	单日	verified	4.jpg	
2026-08-11	低位挖掘	卖出	国风新材	2293	单日	verified	4.jpg	
2026-08-11	低位挖掘	卖出	万邦医药	3585	单日	verified	4.jpg	
2026-08-11	湖里大道	卖出	招商轮船	6081	单日	verified	4.jpg	
2026-08-11	成都系	卖出	贤丰控股	14100	单日	verified	4.jpg	
2026-08-11	成都系	卖出	城地香江	1248	单日	verified	4.jpg	
2026-08-11	成都系	卖出	誉衡药业	5149	单日	verified	4.jpg	
2026-08-11	深南东路	卖出	哈药股份	51200	单日	verified	4.jpg	
2026-08-12	紫阳东路	买入	通鼎互联	15700	单日	verified	3.jpg	
2026-08-12	紫阳东路	买入	节能铁汉	3789	单日	verified	3.jpg	
2026-08-12	紫阳东路	卖出	太极实业	23500	单日	verified	3.jpg	
2026-08-12	紫阳东路	卖出	万邦医药	6601	单日	verified	3.jpg	
2026-08-12	知春路	卖出	太极实业	20700	单日	verified	3.jpg	
2026-08-12	呼家楼	买入	通宇通讯	6752	单日	verified	3.jpg	
2026-08-12	葛卫东	买入	宝鼎科技	6081	单日	verified	3.jpg	
2026-08-12	江苏路	买入	创新医疗	3660	单日	verified	3.jpg	
2026-08-12	江苏路	买入	誉衡药业	3347	单日	verified	3.jpg	
2026-08-12	江苏路	买入	宝光股份	1531	单日	verified	3.jpg	
2026-08-12	江苏路	买入	市北高新	1342	单日	verified	3.jpg	
2026-08-12	江苏路	买入	炬光科技	8035	单日	verified	3.jpg	
2026-08-12	江苏路	卖出	长城科技	1874	单日	verified	3.jpg	
2026-08-12	新闻路	买入	鸿博股份	6733	3日	verified	3.jpg	
2026-08-12	作手新一	买入	巨轮智能	3415	3日	verified	3.jpg	
2026-08-12	作手新一	卖出	巨轮智能	2786	3日	verified	3.jpg	
2026-08-12	深南东路	买入	宏桥控股	36900	单日	verified	3.jpg	
2026-08-12	深南东路	买入	秦安股份	163	3日	verified	3.jpg	结合当日东方财富龙虎榜复核代码603758
2026-08-12	低位挖掘	买入	长进光子	4158	单日	verified	3.jpg	
2026-08-12	杭州帮	买入	城地香江	1703	单日	verified	3.jpg	
2026-08-12	湖里大道	买入	城地香江	1021	单日	verified	3.jpg	
2026-08-12	bike770	买入	蓝盾光电	981	单日	verified	3.jpg	
2026-08-12	炒股养家	买入	威士顿	860	单日	verified	3.jpg	
2026-08-12	炒股养家	卖出	林平发展	798	单日	verified	3.jpg	
2026-08-12	消闲派	卖出	林平发展	724	单日	verified	3.jpg	
2026-08-12	宁波桑田路	买入	联瑞新材	5378	单日	verified	3.jpg	
2026-08-12	宁波桑田路	卖出	百花医药	6262	单日	verified	3.jpg	
2026-08-12	成都系	买入	城地香江	1248	单日	verified	3.jpg	
2026-08-12	成都系	买入	亚泰集团	1532	单日	verified	3.jpg	
2026-08-12	温州帮	卖出	百花医药	3329	单日	verified	3.jpg	
2026-08-12	温州帮	卖出	宝光股份	1566	单日	verified	3.jpg	
2026-08-12	温州帮	卖出	盖世食品		单日	obscured	3.jpg	金额被头像遮挡
2026-08-13	知春路	买入	誉衡药业	8110	单日	verified	2.jpg	
2026-08-13	江苏路	买入	德龙汇能	1696	单日	verified	2.jpg	
2026-08-13	江苏路	买入	兰卫医学	1601	单日	verified	2.jpg	
2026-08-13	江苏路	买入	亚泰集团	1506	单日	verified	2.jpg	
2026-08-13	江苏路	买入	威派格	1369	单日	verified	2.jpg	
2026-08-13	江苏路	买入	天洋新材	2338	3日	verified	2.jpg	
2026-08-13	江苏路	买入	望变电气	1692	3日	verified	2.jpg	
2026-08-13	新闻路	买入	中鼎股份	7994	单日	verified	2.jpg	
2026-08-13	新闻路	买入	博济医药	2493	单日	verified	2.jpg	
2026-08-13	新闻路	买入	鸿博股份	4733	单日	verified	2.jpg	
2026-08-13	新闻路	卖出	鸿博股份	7237	单日	verified	2.jpg	
2026-08-13	新闻路	买入	北京文化	2623	单日	verified	2.jpg	
2026-08-13	葛卫东	买入	百花医药	9572	单日	verified	2.jpg	
2026-08-13	葛卫东	卖出	瑞康医药	3863	单日	verified	2.jpg	
2026-08-13	作手新一	买入	中鼎股份	11200	单日	verified	2.jpg	
2026-08-13	作手新一	买入	星网锐捷	4190	单日	verified	2.jpg	
2026-08-13	作手新一	买入	同力天启	2017	单日	verified	2.jpg	
2026-08-13	作手新一	买入	金螳螂	3401	单日	verified	2.jpg	结合当日东方财富龙虎榜复核代码002081
2026-08-13	作手新一	卖出	北京文化	1870	单日	verified	2.jpg	
2026-08-13	呼家楼	买入	通宇通讯	7533	单日	verified	2.jpg	
2026-08-13	呼家楼	买入	瑞康医药	6278	单日	verified	2.jpg	
2026-08-13	深南东路	买入	德龙汇能	7713	3日	verified	2.jpg	
2026-08-13	深南东路	买入	肯特股份	1524	单日	verified	2.jpg	
2026-08-13	屠文斌	买入	杰理科技	6863	单日	verified	2.jpg	
2026-08-13	低位挖掘	买入	博济医药	2618	单日	verified	2.jpg	
2026-08-13	低位挖掘	买入	澳洋健康	1048	单日	verified	2.jpg	
2026-08-13	低位挖掘	买入	新赣江	1014	单日	verified	2.jpg	
2026-08-13	低位挖掘	买入	坤泰股份		单日	obscured	2.jpg	金额被头像遮挡
2026-08-13	低位挖掘	卖出	长进光子	4411	单日	verified	2.jpg	
2026-08-13	湖里大道	买入	京投发展	399	单日	verified	2.jpg	
2026-08-13	湖里大道	卖出	格尔软件	729	单日	verified	2.jpg	
2026-08-13	三板组	卖出	京投发展	361	单日	verified	2.jpg	
2026-08-13	独股一剑	卖出	传智教育	1103	单日	verified	2.jpg	
2026-08-13	章盟主	卖出	同力天启	413	单日	verified	2.jpg	
2026-08-13	章盟主	卖出	惠天热电	767	单日	verified	2.jpg	
2026-08-13	广东帮	卖出	高争民爆	1239	单日	verified	2.jpg	
2026-08-13	思明南路	买入	宝鹰股份	1973	单日	verified	2.jpg	
2026-08-13	思明南路	卖出	思明南路	413	单日	source_error	2.jpg	图片原文疑为错误：股票名写成席位名
2026-08-13	炒股养家	买入	兰卫医学	795	单日	verified	2.jpg	
2026-08-13	炒股养家	卖出	北京文化	2443	3日	verified	2.jpg	
2026-08-13	温州帮	买入	城地香江	1249	单日	verified	2.jpg	
2026-08-13	温州帮	卖出	华东数控	1625	单日	verified	2.jpg	
2026-08-13	温州帮	卖出	南模生物	1037	单日	verified	2.jpg	
2026-08-13	中山东路	买入	华西股份	2365	单日	verified	2.jpg	
2026-08-13	中山东路	卖出	北京文化	3550	单日	verified	2.jpg	
2026-08-13	中山东路	卖出	亚泰集团	1203	单日	verified	2.jpg	
2026-08-13	杭州帮	卖出	普联软件	2986	单日	verified	2.jpg	
2026-08-14	紫阳东路	买入	经纬辉开	6513	单日	verified	1.jpg	
2026-08-14	紫阳东路	买入	网宿科技	20800	单日	verified	1.jpg	
2026-08-14	紫阳东路	买入	杭电股份	10700	单日	verified	1.jpg	
2026-08-14	知春路	买入	杭电股份	12100	单日	verified	1.jpg	
2026-08-14	知春路	买入	剑桥科技	21600	3日	verified	1.jpg	
2026-08-14	知春路	买入	共进股份	5177	单日	verified	1.jpg	
2026-08-14	知春路	买入	誉衡药业	5277	单日	verified	1.jpg	
2026-08-14	知春路	卖出	誉衡药业	9017	单日	verified	1.jpg	
2026-08-14	作手新一	卖出	金螳螂	4124	单日	verified	1.jpg	结合当日东方财富龙虎榜复核代码002081
2026-08-14	作手新一	卖出	同力天启	2024	单日	verified	1.jpg	
2026-08-14	江苏路	买入	网宿科技	16400	单日	verified	1.jpg	
2026-08-14	江苏路	买入	盈新发展	2678	单日	verified	1.jpg	
2026-08-14	江苏路	买入	敏芯股份	2961	单日	verified	1.jpg	
2026-08-14	江苏路	卖出	陇神戎发	3506	单日	verified	1.jpg	
2026-08-14	五星路	买入	蓝盾光电	13900	单日	verified	1.jpg	
2026-08-14	孙哥	买入	长进光子	4467	单日	verified	1.jpg	
2026-08-14	涪陵广场路	买入	北京文化	4433	单日	verified	1.jpg	
2026-08-14	佛山系	买入	皇氏集团	4545	单日	verified	1.jpg	
2026-08-14	佛山系	卖出	正裕工业	349	单日	verified	1.jpg	
2026-08-14	新生代	买入	龙旗科技	3155	单日	verified	1.jpg	
2026-08-14	低位挖掘	买入	九州一轨	6218	单日	verified	1.jpg	
2026-08-14	低位挖掘	卖出	博济医药	2975	单日	verified	1.jpg	
2026-08-14	低位挖掘	卖出	恒尚节能	1178	单日	verified	1.jpg	
2026-08-14	玉兰路	买入	经纬辉开	2289	单日	verified	1.jpg	
2026-08-14	独股一剑	买入	万邦医药	1054	单日	verified	1.jpg	
2026-08-14	思明南路	买入	亚泰集团	2370	单日	verified	1.jpg	
2026-08-14	思明南路	卖出	宝鹰股份	1787	单日	verified	1.jpg	
2026-08-14	欢乐海岸	卖出	甘咨询	402	单日	verified	1.jpg	
2026-08-14	北京帮	卖出	盈新发展	2987	单日	verified	1.jpg	结合当日东方财富龙虎榜复核代码000620
2026-08-14	湖里大道	卖出	九州一轨	3293	单日	verified	1.jpg	
2026-08-14	杭州帮	卖出	省广集团	7071	单日	verified	1.jpg	
2026-08-14	深南东路	卖出	德龙汇能	7638	单日	verified	1.jpg	
2026-08-14	温州帮	买入	敏芯股份	1465	单日	verified	1.jpg	
2026-08-14	温州帮	买入	药易购	691	单日	verified	1.jpg	
2026-08-14	温州帮	卖出	蓝盾光电	8500	单日	verified	1.jpg	
2026-08-14	温州帮	卖出	共进股份	2312	单日	verified	1.jpg	
2026-08-14	方新侠	卖出	中国稀土	11400	单日	verified	1.jpg	
2026-08-14	宁波桑田路	卖出	龙旗科技	12000	单日	verified	1.jpg	
